book,prop,gate,hr,n,hits,wilson_low,lift_vs_base,base_hr,train_hr,train_n,oos_hr,oos_n,ticket_clear,oos_ticket_clear
Goblin OVER,earned_runs,L5=5 + opp_pitch_leaky + cover>=1,0.8561,139,119,0.7882,0.1459,0.7102,0.7838,37,0.8824,102,True,True
Goblin OVER,pitcher_ks,L10=10,0.8364,275,230,0.7881,0.1388,0.6976,0.8305,59,0.838,216,True,True
Goblin OVER,walks_allowed,L10>=8 + season_cush>=1,0.8323,328,273,0.7881,0.0933,0.739,0.8158,76,0.8373,252,True,True
Goblin OVER,walks_allowed,cover>=1,0.8202,623,511,0.7881,0.0812,0.739,0.788,184,0.8337,439,True,True
Goblin OVER,pitcher_ks,L5=5,0.8195,637,522,0.7877,0.1219,0.6976,0.7585,294,0.8717,343,True,True
Goblin OVER,walks_allowed,line_0.5,0.8068,1755,1416,0.7877,0.0678,0.739,0.7719,903,0.8439,852,True,True
Goblin OVER,hits_allowed,L5=5 + season_cush>=2,0.8442,199,168,0.7874,0.1484,0.6958,0.6607,56,0.9161,143,True,True
Goblin OVER,pitching_outs,L10>=8 + season_cush>=1,0.8263,426,352,0.7874,0.124,0.7023,0.8235,85,0.827,341,True,True
Goblin OVER,earned_runs,L10>=8 + season_cush>=1,0.8205,585,480,0.7874,0.1103,0.7102,0.8034,117,0.8248,468,True,True
Goblin OVER,pitching_outs,L5>=4 + season_cush>=1,0.8254,441,364,0.7872,0.1231,0.7023,0.7905,105,0.8363,336,True,True
Goblin OVER,walks_allowed,L10>=8 + own_pitch_stingy + season_cush>=1,0.8636,110,95,0.7871,0.1246,0.739,0.8947,19,0.8571,91,True,True
Goblin OVER,pitching_outs,L10>=8 + own_pitch_leaky,0.8318,321,267,0.787,0.1295,0.7023,0.8485,66,0.8275,255,True,True
Goblin OVER,pitching_outs,L10=10 + opp_pitch_stingy,0.9,50,45,0.7864,0.1977,0.7023,0.9375,16,0.8824,34,True,True
Goblin OVER,pitcher_ks,L10>=8 + own_pitch_stingy + season_cush>=1,0.8295,346,287,0.7863,0.1319,0.6976,0.7397,73,0.8535,273,True,True
Goblin OVER,pitcher_ks,season_cush>=2,0.8182,627,513,0.7861,0.1206,0.6976,0.8101,158,0.8209,469,True,True
Goblin OVER,walks_allowed,L10>=9 + own_pitch_stingy,0.8485,165,140,0.7859,0.1095,0.739,0.8571,42,0.8455,123,True,True
Goblin OVER,walks_allowed,L10>=9 + opp_pitch_leaky,0.8424,203,171,0.7859,0.1034,0.739,0.7241,58,0.8897,145,True,True
Goblin OVER,hits_allowed,L10>=8 + opp_pitch_leaky + cover>=1,0.8929,56,50,0.7853,0.1971,0.6958,0.75,16,0.95,40,True,True
Goblin OVER,hits_allowed,L5=5 + cover>=1,0.855,131,112,0.7846,0.1592,0.6958,0.7333,30,0.8911,101,True,True
Goblin OVER,pitcher_ks,L10>=8 + opp_bats_Strong + season_cush>=1,0.8297,317,263,0.7844,0.1321,0.6976,0.8281,64,0.83,253,True,True
Goblin OVER,earned_runs,L10>=8 + opp_pitch_stingy + cover>=1,0.8369,233,195,0.7841,0.1267,0.7102,0.8298,47,0.8387,186,True,True
Goblin OVER,walks_allowed,season_cush>=1,0.8208,480,394,0.784,0.0818,0.739,0.7943,141,0.8319,339,True,True
Goblin OVER,pitching_outs,L5=5,0.8321,274,228,0.7833,0.1298,0.7023,0.75,92,0.8736,182,True,True
Goblin OVER,pitching_outs,L5=5 + opp_pitch_stingy,0.8571,119,102,0.7831,0.1548,0.7023,0.7619,42,0.9091,77,True,True
Goblin OVER,pitching_outs,L5=5 + own_bats_Strong + season_cush>=1,0.8706,85,74,0.783,0.1683,0.7023,0.8261,23,0.8871,62,True,True
Goblin OVER,walks_allowed,L10>=8 + own_pitch_leaky + cover>=1,0.8511,141,120,0.783,0.1121,0.739,0.9167,36,0.8286,105,True,True
Goblin OVER,pitcher_ks,L5>=4 + season_cush>=1,0.8084,971,785,0.7825,0.1108,0.6976,0.7891,256,0.8154,715,True,True
Goblin OVER,hits_allowed,L5=5 + opp_pitch_leaky + season_cush>=1,0.8584,113,97,0.7823,0.1626,0.6958,0.75,36,0.9091,77,True,True
Goblin OVER,pitching_outs,L10>=9 + own_bats_Strong,0.8427,178,150,0.782,0.1404,0.7023,0.8421,38,0.8429,140,True,True
Goblin OVER,walks_allowed,L10>=8,0.8099,826,669,0.7818,0.0709,0.739,0.7773,247,0.8238,579,True,True
Goblin OVER,hits_allowed,L10=10 + own_bats_Strong,0.8909,55,49,0.7817,0.1951,0.6958,1.0,4,0.8824,51,True,True
Goblin OVER,pitcher_ks,L10>=9 + opp_bats_Strong,0.8275,313,259,0.7817,0.1299,0.6976,0.8169,71,0.8306,242,True,True
Goblin OVER,walks_allowed,L5=5 + own_pitch_stingy + season_cush>=1,0.8852,61,54,0.7816,0.1462,0.739,0.8333,6,0.8909,55,True,True
Goblin OVER,earned_runs,L10>=8 + opp_pitch_leaky + cover>=1,0.8356,225,188,0.7816,0.1254,0.7102,0.7843,51,0.8506,174,True,True
Goblin OVER,walks_allowed,L5=5,0.8247,348,287,0.7813,0.0857,0.739,0.7434,152,0.8878,196,True,True
Goblin OVER,earned_runs,L5>=4 + season_cush>=1,0.8111,741,601,0.7813,0.1009,0.7102,0.7952,166,0.8157,575,True,True
Goblin OVER,pitching_outs,L10>=9 + opp_bats_Strong,0.8418,177,149,0.7809,0.1395,0.7023,0.8684,38,0.8345,139,True,True
Goblin OVER,earned_runs,L10>=8 + opp_pitch_stingy,0.8192,437,358,0.7804,0.109,0.7102,0.7857,98,0.8289,339,True,True
Goblin OVER,earned_runs,cover>=1,0.8054,1033,832,0.7802,0.0952,0.7102,0.8235,238,0.8,795,True,True
Goblin OVER,walks_allowed,L10>=8 + opp_pitch_leaky,0.8237,346,285,0.7801,0.0847,0.739,0.7632,114,0.8534,232,True,True
Goblin OVER,earned_runs,L5=5 + own_pitch_leaky + cover>=1,0.8421,171,144,0.78,0.1319,0.7102,0.8049,41,0.8538,130,True,True
Goblin OVER,pitcher_ks,L10>=9 + own_pitch_stingy,0.8234,351,289,0.78,0.1258,0.6976,0.7791,86,0.8377,265,True,True
Goblin OVER,pitcher_ks,L10=10 + cover>=1,0.8718,78,68,0.7798,0.1742,0.6976,0.8235,17,0.8852,61,True,True
Goblin OVER,walks_allowed,L5=5 + L10>=8 + own_pitch_stingy,0.8718,78,68,0.7798,0.1328,0.739,0.7333,15,0.9048,63,True,True
Goblin OVER,earned_runs,L5=5 + own_pitch_leaky,0.8409,176,148,0.7797,0.1307,0.7102,0.8049,41,0.8519,135,True,True
Goblin OVER,hits_allowed,L10>=9,0.8131,578,470,0.7793,0.1173,0.6958,0.7874,127,0.8204,451,True,True
Goblin OVER,earned_runs,L5=5 + own_pitch_leaky + season_cush>=1,0.8412,170,143,0.7788,0.131,0.7102,0.8049,41,0.8527,129,True,True
Goblin OVER,walks_allowed,L10>=9 + own_pitch_leaky,0.8377,191,160,0.7788,0.0987,0.739,0.8,45,0.8493,146,True,True
Goblin OVER,pitching_outs,L10>=8 + opp_pitch_stingy + season_cush>=1,0.8378,185,155,0.7779,0.1355,0.7023,0.8182,33,0.8421,152,True,True
Goblin OVER,pitcher_ks,L10=10 + own_pitch_stingy,0.8534,116,99,0.7778,0.1558,0.6976,0.8667,15,0.8515,101,True,True
Goblin OVER,hits_allowed,L5=5 + opp_bats_Strong + season_cush>=1,0.8534,116,99,0.7778,0.1576,0.6958,0.697,33,0.9157,83,True,True
Goblin OVER,hits_allowed,L10>=9 + opp_pitch_stingy,0.8319,226,188,0.7776,0.1361,0.6958,0.8182,44,0.8352,182,True,True
Goblin OVER,earned_runs,L10>=9 + own_bats_Strong,0.835,200,167,0.7773,0.1248,0.7102,0.7879,33,0.8443,167,True,True
Goblin OVER,pitcher_ks,L10=10 + season_cush>=2,0.8431,153,129,0.7772,0.1455,0.6976,0.8182,33,0.85,120,True,True
Goblin OVER,pitcher_ks,L10>=9 + opp_pitch_leaky,0.8266,271,224,0.777,0.129,0.6976,0.8525,61,0.819,210,True,True
Goblin OVER,earned_runs,L5>=4 + own_pitch_stingy,0.8228,316,260,0.7769,0.1126,0.7102,0.8209,67,0.8233,249,True,True
Goblin OVER,pitcher_ks,L5>=4 + cover>=1.5,0.8732,71,62,0.7763,0.1756,0.6976,1.0,15,0.8393,56,True,True
Goblin OVER,walks_allowed,L5>=4 + opp_pitch_leaky,0.8206,340,279,0.7763,0.0816,0.739,0.7834,157,0.8525,183,True,True
Goblin OVER,earned_runs,L10>=9 + opp_pitch_leaky,0.8333,204,170,0.7761,0.1231,0.7102,0.8182,44,0.8375,160,True,True
Goblin OVER,earned_runs,L5>=4 + cover>=0.5,0.8039,862,693,0.7761,0.0937,0.7102,0.7897,195,0.8081,667,True,True
Goblin OVER,earned_runs,L5=5 + opp_pitch_leaky + season_cush>=1,0.8473,131,111,0.7759,0.1371,0.7102,0.7838,37,0.8723,94,True,True
Goblin OVER,hits_allowed,L10>=8 + own_bats_Strong + season_cush>=1,0.8291,234,194,0.7756,0.1333,0.6958,0.8298,47,0.8289,187,True,True
Goblin OVER,pitcher_ks,L10=10 + own_bats_Strong,0.8659,82,71,0.7755,0.1683,0.6976,0.6875,16,0.9091,66,True,True
Goblin OVER,pitcher_ks,L10>=8 + own_bats_Strong + season_cush>=1,0.8224,304,250,0.7755,0.1248,0.6976,0.7143,63,0.8506,241,True,True
Goblin OVER,pitching_outs,L10>=8,0.8049,774,623,0.7755,0.1026,0.7023,0.8255,149,0.8,625,True,True
Goblin OVER,hits_allowed,L10>=8 + own_pitch_stingy + season_cush>=1,0.8254,252,208,0.7737,0.1296,0.6958,0.7879,66,0.8387,186,True,True
Goblin OVER,walks_allowed,L10>=8 + own_pitch_stingy,0.8185,336,275,0.7737,0.0795,0.739,0.7714,105,0.8398,231,True,True
Goblin OVER,earned_runs,L5>=4 + opp_pitch_leaky,0.8171,350,286,0.7733,0.1069,0.7102,0.7667,90,0.8346,260,True,True
Goblin OVER,pitcher_ks,L5=5 + own_pitch_leaky + cover>=1,0.8642,81,70,0.773,0.1666,0.6976,0.75,16,0.8923,65,True,True
Goblin OVER,pitcher_ks,L5=5 + own_pitch_leaky,0.8294,211,175,0.7728,0.1318,0.6976,0.7558,86,0.88,125,True,True
Goblin OVER,hits_allowed,L10>=8 + opp_bats_Strong,0.8128,422,343,0.7728,0.117,0.6958,0.7981,104,0.8176,318,True,True
Goblin OVER,pitcher_ks,L10>=9,0.8023,769,617,0.7727,0.1047,0.6976,0.767,176,0.8128,593,True,True
Goblin OVER,earned_runs,L5>=4,0.8002,891,713,0.7727,0.09,0.7102,0.7794,204,0.8064,687,True,True
Goblin OVER,walks_allowed,cover>=0.5,0.8024,754,605,0.7725,0.0634,0.739,0.7804,214,0.8111,540,True,True
Goblin OVER,pitcher_ks,L10>=8 + own_pitch_stingy,0.8055,617,497,0.7724,0.1079,0.6976,0.7432,148,0.8252,469,True,True
Goblin OVER,walks_allowed,L10>=8 + own_bats_Strong,0.8176,329,269,0.7723,0.0786,0.739,0.7767,103,0.8363,226,True,True
Goblin OVER,pitcher_ks,L10=10 + opp_pitch_leaky,0.8557,97,83,0.7722,0.1581,0.6976,0.8571,21,0.8553,76,True,True
Goblin OVER,earned_runs,L10>=9 + own_pitch_leaky,0.8273,220,182,0.7718,0.1171,0.7102,0.7805,41,0.838,179,True,True
Goblin OVER,earned_runs,L10>=8 + opp_pitch_leaky + season_cush>=1,0.8267,225,186,0.7718,0.1165,0.7102,0.7647,51,0.8448,174,True,True
Goblin OVER,earned_runs,L5>=4 + opp_bats_Strong,0.8166,338,276,0.7718,0.1064,0.7102,0.7746,71,0.8277,267,True,True
Goblin OVER,pitcher_ks,L5=5 + cover>=1.5,0.8793,58,51,0.7712,0.1817,0.6976,1.0,11,0.8511,47,True,True
Goblin OVER,walks_allowed,L10=10 + own_bats_Strong,0.8793,58,51,0.7712,0.1403,0.739,0.875,8,0.88,50,True,True
Goblin OVER,pitching_outs,L5=5 + own_pitch_leaky,0.8421,133,112,0.7707,0.1398,0.7023,0.6977,43,0.9111,90,True,True
Goblin OVER,pitching_outs,L10>=8 + opp_pitch_stingy,0.8162,321,262,0.7702,0.1139,0.7023,0.8333,60,0.8123,261,True,True
Goblin OVER,pitching_outs,season_cush>=1,0.8028,639,513,0.7702,0.1005,0.7023,0.7891,147,0.8069,492,True,True
Goblin OVER,hits_allowed,L10>=8,0.7941,1161,922,0.7699,0.0983,0.6958,0.7845,283,0.7973,878,True,True
Goblin OVER,hits_allowed,season_cush>=1,0.7944,1075,854,0.7692,0.0986,0.6958,0.7483,294,0.8118,781,True,True
Goblin OVER,pitcher_ks,L10>=8 + own_pitch_stingy + cover>=1,0.873,63,55,0.7689,0.1754,0.6976,0.7143,14,0.9184,49,True,True
Goblin OVER,walks_allowed,L5=5 + own_pitch_leaky + cover>=1,0.8556,90,77,0.7684,0.1166,0.739,0.8947,19,0.8451,71,True,True
Goblin OVER,pitcher_ks,L5=5 + own_pitch_stingy,0.8185,270,221,0.7682,0.1209,0.6976,0.7424,132,0.8913,138,True,True
Goblin OVER,hits_allowed,L10>=8 + opp_pitch_leaky,0.8066,455,367,0.7678,0.1108,0.6958,0.8365,104,0.7977,351,True,True
Goblin OVER,earned_runs,L5=5 + own_bats_Strong,0.8413,126,106,0.7675,0.1311,0.7102,0.7586,29,0.866,97,True,True
Goblin OVER,earned_runs,L5=5 + own_bats_Strong + cover>=1,0.8413,126,106,0.7675,0.1311,0.7102,0.7586,29,0.866,97,True,True
Goblin OVER,pitcher_ks,L5>=4 + L10>=8,0.7978,742,592,0.7674,0.1002,0.6976,0.7287,188,0.8213,554,True,True
Goblin OVER,hits_allowed,L10>=8 + opp_pitch_stingy + season_cush>=1,0.8189,254,208,0.7669,0.1231,0.6958,0.7903,62,0.8281,192,True,True
Goblin OVER,hits_allowed,L10>=8 + own_bats_Strong,0.8058,448,361,0.7666,0.11,0.6958,0.7849,93,0.8113,355,True,True
Goblin OVER,earned_runs,L10>=8 + opp_pitch_leaky,0.8081,396,320,0.7664,0.0979,0.7102,0.766,94,0.8212,302,True,True
Goblin OVER,earned_runs,L10>=9 + own_pitch_stingy,0.827,185,153,0.766,0.1168,0.7102,0.8261,46,0.8273,139,True,True
Goblin OVER,pitcher_ks,L10>=8 + season_cush>=1,0.7958,769,612,0.7659,0.0982,0.6976,0.7607,163,0.8053,606,True,True
Goblin OVER,pitcher_ks,L10=10 + opp_bats_Strong,0.84,125,105,0.7658,0.1424,0.6976,0.7931,29,0.8542,96,True,True
Goblin OVER,earned_runs,L10=10 + own_pitch_leaky,0.859,78,67,0.7649,0.1488,0.7102,0.8182,11,0.8657,67,True,True
Goblin OVER,earned_runs,L10>=8 + own_pitch_leaky,0.8073,384,310,0.7649,0.0971,0.7102,0.7826,69,0.8127,315,True,True
Goblin OVER,walks_allowed,L5=5 + own_pitch_stingy,0.8358,134,112,0.7639,0.0968,0.739,0.7333,60,0.9189,74,True,True
Goblin OVER,pitcher_ks,L5=5 + own_pitch_stingy + cover>=1,0.875,56,49,0.7637,0.1774,0.6976,0.7692,13,0.907,43,True,True
Goblin OVER,pitching_outs,L10>=8 + own_bats_Strong + season_cush>=1,0.8274,168,139,0.7631,0.1251,0.7023,0.8621,29,0.8201,139,True,True
Goblin OVER,hits_allowed,L5=5 + own_pitch_stingy + season_cush>=1,0.839,118,99,0.7622,0.1432,0.6958,0.7143,35,0.8916,83,True,True
Goblin OVER,hits_allowed,L5=5 + own_bats_Strong + season_cush>=1,0.839,118,99,0.7622,0.1432,0.6958,0.7941,34,0.8571,84,True,True
Goblin OVER,walks_allowed,L5>=4,0.7908,846,669,0.7621,0.0518,0.739,0.755,400,0.8229,446,True,True
Goblin OVER,pitcher_ks,cover>=1.5,0.8571,77,66,0.762,0.1595,0.6976,1.0,16,0.8197,61,True,True
Goblin OVER,earned_runs,L10>=8 + own_pitch_stingy + season_cush>=1,0.8174,219,179,0.7609,0.1072,0.7102,0.8333,48,0.8129,171,True,True
Goblin OVER,walks_allowed,L10>=8 + own_pitch_leaky + season_cush>=1,0.8321,137,114,0.7607,0.0931,0.739,0.9091,33,0.8077,104,True,True
Goblin OVER,hits_allowed,L10>=9 + opp_pitch_leaky,0.8178,214,175,0.7606,0.122,0.6958,0.8163,49,0.8182,165,True,True
Goblin OVER,pitching_outs,L10>=8 + opp_pitch_leaky,0.8099,284,230,0.7602,0.1076,0.7023,0.8596,57,0.7974,227,True,True
Goblin OVER,earned_runs,L10>=8 + opp_pitch_stingy + season_cush>=1,0.8127,251,204,0.7599,0.1025,0.7102,0.8039,51,0.815,200,True,True
Goblin OVER,walks_allowed,L10>=8 + own_pitch_leaky,0.8057,314,253,0.7584,0.0667,0.739,0.8409,88,0.792,226,True,True
Goblin OVER,pitching_outs,L10=10,0.8378,111,93,0.7582,0.1355,0.7023,0.871,31,0.825,80,True,True
Goblin OVER,earned_runs,L10>=8 + own_pitch_stingy,0.799,418,334,0.758,0.0888,0.7102,0.7864,103,0.8032,315,True,True
Goblin OVER,pitcher_ks,L10>=8 + opp_pitch_leaky + season_cush>=1,0.8088,272,220,0.7579,0.1112,0.6976,0.7931,58,0.8131,214,True,True
Goblin OVER,earned_runs,L10>=8 + own_bats_Strong,0.8,395,316,0.7577,0.0898,0.7102,0.7662,77,0.8082,318,True,True
Goblin OVER,hitter_ks,L10>=9 + cover>=2,0.8173,197,161,0.7574,0.1962,0.6211,0.814,43,0.8182,154,True,True
Goblin OVER,hits_allowed,L10=10 + own_pitch_leaky,0.8615,65,56,0.7573,0.1657,0.6958,0.7647,17,0.8958,48,True,True
Goblin OVER,walks_allowed,L5=5 + own_pitch_leaky,0.8308,130,108,0.757,0.0918,0.739,0.8302,53,0.8312,77,True,True
Goblin OVER,hits_allowed,L10>=9 + own_bats_Strong,0.8122,229,186,0.7566,0.1164,0.6958,0.7778,45,0.8207,184,True,True
Goblin OVER,earned_runs,L5=5 + own_bats_Strong + season_cush>=1,0.8333,120,100,0.7565,0.1231,0.7102,0.7586,29,0.8571,91,True,True
Goblin OVER,hits_allowed,L10>=8 + own_pitch_stingy,0.794,500,397,0.7564,0.0982,0.6958,0.7647,136,0.8049,364,True,True
Goblin OVER,walks_allowed,L5=5 + own_bats_Strong,0.8264,144,119,0.7563,0.0874,0.739,0.7458,59,0.8824,85,True,True
Goblin OVER,earned_runs,L10>=8 + own_pitch_leaky + cover>=1,0.8143,210,171,0.7562,0.1041,0.7102,0.8108,37,0.815,173,True,True
Goblin OVER,walks_allowed,L5=5 + own_pitch_leaky + season_cush>=1,0.8444,90,76,0.7557,0.1054,0.739,0.8571,21,0.8406,69,True,True
Goblin OVER,walks_allowed,L5=5 + opp_bats_Strong + cover>=1,0.8421,95,80,0.7557,0.1031,0.739,0.6429,14,0.8765,81,True,True
Goblin OVER,walks_allowed,L10>=9 + opp_pitch_stingy,0.8198,172,141,0.7555,0.0808,0.739,0.7895,38,0.8284,134,True,True
Goblin OVER,hits_allowed,L10>=8 + opp_pitch_stingy,0.7939,456,362,0.7543,0.0981,0.6958,0.7826,115,0.7977,341,True,True
Goblin OVER,pitching_outs,L10>=8 + own_bats_Strong,0.8026,304,244,0.7542,0.1003,0.7023,0.8431,51,0.7945,253,True,True
Goblin OVER,walks_allowed,L10>=8 + opp_pitch_stingy + cover>=1,0.8224,152,125,0.7539,0.0834,0.739,0.8158,38,0.8246,114,True,True
Goblin OVER,earned_runs,cover>=0.5,0.7773,1275,991,0.7536,0.0671,0.7102,0.7634,317,0.7818,958,True,True
Goblin OVER,earned_runs,L5>=4 + L10>=8 + own_pitch_leaky,0.8128,203,165,0.7535,0.1026,0.7102,0.8286,35,0.8095,168,True,True
Goblin OVER,walks_allowed,L5=5 + L10>=8 + own_pitch_leaky,0.8452,84,71,0.753,0.1062,0.739,0.8947,19,0.8308,65,True,True
Goblin OVER,hits_allowed,L10>=9 + opp_bats_Strong,0.8107,206,167,0.7517,0.1149,0.6958,0.75,44,0.8272,162,True,True
Goblin OVER,walks_allowed,L10=10 + opp_pitch_leaky,0.8679,53,46,0.7516,0.1289,0.739,0.8125,16,0.8919,37,True,True
Goblin OVER,pitcher_ks,L10=10 + opp_pitch_stingy,0.8268,127,105,0.7516,0.1292,0.6976,0.8519,27,0.82,100,True,True
Goblin OVER,hits_allowed,L10>=8 + opp_bats_Strong + cover>=1,0.8621,58,50,0.7507,0.1663,0.6958,0.6923,13,0.9111,45,True,True
Goblin OVER,pitching_outs,L5=5 + own_bats_Strong,0.8304,112,93,0.7502,0.1281,0.7023,0.7778,36,0.8553,76,True,True
Goblin OVER,pitcher_ks,season_cush>=1,0.7732,1371,1060,0.7502,0.0756,0.6976,0.7869,352,0.7684,1019,True,True
Goblin OVER,pitches_thrown,L5>=4 + L10>=8 + own_pitch_leaky,0.8462,78,66,0.7501,0.142,0.7042,0.8182,22,0.8571,56,True,True
Goblin OVER,pitcher_ks,L5>=4 + own_pitch_stingy,0.7816,728,569,0.7501,0.084,0.6976,0.7212,373,0.8451,355,True,True
Goblin OVER,pitching_outs,L10=10 + own_bats_Strong,0.881,42,37,0.75,0.1787,0.7023,0.9,10,0.875,32,True,True
Goblin OVER,hits_allowed,L10>=8 + opp_pitch_stingy + cover>=1,0.8493,73,62,0.75,0.1535,0.6958,0.8824,17,0.8393,56,True,True
Goblin OVER,pitching_outs,L5=5 + opp_pitch_leaky + season_cush>=1,0.8493,73,62,0.75,0.147,0.7023,0.7727,22,0.8824,51,True,True
Goblin OVER,earned_runs,season_cush>=1,0.7753,1077,835,0.7494,0.0651,0.7102,0.7656,256,0.7783,821,True,True
Goblin OVER,pitcher_ks,L10>=8 + opp_bats_Strong,0.7846,571,448,0.749,0.087,0.6976,0.7556,135,0.7936,436,True,True
Goblin OVER,hits_allowed,L5>=4 + opp_bats_Strong,0.7857,532,418,0.7489,0.0899,0.6958,0.7269,271,0.8467,261,True,True
Goblin OVER,walks_allowed,L10>=8 + opp_bats_Strong,0.7951,327,260,0.7481,0.0561,0.739,0.7527,93,0.812,234,True,True
Goblin OVER,pitcher_ks,L10>=8,0.7706,1373,1058,0.7476,0.073,0.6976,0.7368,342,0.7818,1031,True,True
Goblin OVER,hits_allowed,L5=5 + L10>=8 + own_pitch_stingy,0.8302,106,88,0.7475,0.1344,0.6958,0.7188,32,0.8784,74,True,True
Goblin OVER,pitching_outs,L10>=8 + opp_bats_Strong,0.795,317,252,0.7471,0.0927,0.7023,0.8197,61,0.7891,256,True,True
Goblin OVER,pitching_outs,L10>=8 + opp_bats_Strong + season_cush>=1,0.8114,175,142,0.747,0.1091,0.7023,0.7419,31,0.8264,144,True,True
Goblin OVER,pitcher_ks,L10>=8 + cover>=1.5,0.8596,57,49,0.7468,0.162,0.6976,1.0,9,0.8333,48,True,True
Goblin OVER,pitches_thrown,L10>=9 + own_pitch_leaky,0.8472,72,61,0.7468,0.143,0.7042,0.7273,22,0.9,50,True,True
Goblin OVER,pitcher_ks,L5=5 + opp_pitch_leaky,0.8047,215,173,0.7465,0.1071,0.6976,0.7447,94,0.8512,121,True,True
Goblin OVER,pitcher_ks,L10>=8 + opp_pitch_leaky,0.7846,492,386,0.7461,0.087,0.6976,0.7647,119,0.7909,373,True,True
Goblin OVER,pitching_outs,L5>=4,0.7781,712,554,0.7461,0.0758,0.7023,0.709,244,0.8141,468,True,True
Goblin OVER,walks_allowed,L5>=4 + L10>=8 + own_pitch_leaky,0.8141,156,127,0.7458,0.0751,0.739,0.8974,39,0.7863,117,True,True
Goblin OVER,walks_allowed,L5>=4 + own_pitch_leaky,0.7932,324,257,0.7458,0.0542,0.739,0.7867,150,0.7989,174,True,True
Goblin OVER,earned_runs,L10>=8 + own_pitch_leaky + season_cush>=1,0.8027,223,179,0.7455,0.0925,0.7102,0.7895,38,0.8054,185,True,True
Goblin OVER,hits_allowed,L5>=4 + own_pitch_stingy,0.7811,571,446,0.7454,0.0853,0.6958,0.7327,318,0.8419,253,True,True
Goblin OVER,pitcher_ks,L5>=4 + own_bats_Strong,0.7776,697,542,0.7453,0.08,0.6976,0.7346,358,0.823,339,True,True
Goblin OVER,pitching_outs,L5>=4 + own_pitch_leaky,0.794,301,239,0.7448,0.0917,0.7023,0.7157,102,0.8342,199,True,True
Goblin OVER,walks_allowed,L10>=8 + opp_pitch_stingy,0.7912,340,269,0.7448,0.0522,0.739,0.7444,90,0.808,250,True,True
Goblin OVER,hits_allowed,L10=10 + opp_bats_Strong,0.878,41,36,0.7446,0.1822,0.6958,0.875,8,0.8788,33,True,True
Goblin OVER,hits_allowed,L5=5 + opp_pitch_stingy + season_cush>=1,0.8175,137,112,0.7445,0.1217,0.6958,0.6875,32,0.8571,105,True,True
Goblin OVER,pitches_thrown,L10>=8 + own_pitch_leaky + season_cush>=1,0.8421,76,64,0.744,0.1379,0.7042,0.8,15,0.8525,61,True,True
Goblin OVER,earned_runs,L5>=4 + own_bats_Strong,0.7896,347,274,0.7437,0.0794,0.7102,0.7831,83,0.7917,264,True,True
Goblin OVER,pitcher_ks,L5>=4 + opp_bats_Strong,0.7759,705,547,0.7437,0.0783,0.6976,0.7096,365,0.8471,340,True,True
Goblin OVER,walks_allowed,L5>=4 + opp_bats_Strong,0.7904,334,264,0.7436,0.0514,0.739,0.7386,153,0.8343,181,True,True
Goblin OVER,hits_allowed,L5=5,0.783,470,368,0.7435,0.0872,0.6958,0.6816,223,0.8745,247,True,True
Goblin OVER,pitcher_ks,L10>=8 + opp_pitch_leaky + cover>=1,0.8525,61,52,0.7428,0.1549,0.6976,0.8,15,0.8696,46,True,True
Goblin OVER,walks_allowed,L10>=8 + opp_bats_Strong + cover>=1,0.8117,154,125,0.7426,0.0727,0.739,0.7714,35,0.8235,119,True,True
Goblin OVER,pitcher_ks,L5>=4,0.7629,1712,1306,0.7421,0.0653,0.6976,0.7178,886,0.8111,826,True,True
Goblin OVER,pitcher_ks,L10>=9 + opp_pitch_stingy,0.7874,348,274,0.7413,0.0898,0.6976,0.7561,82,0.797,266,True,True
Goblin OVER,walks_allowed,L5>=4 + own_pitch_stingy,0.7874,348,274,0.7413,0.0484,0.739,0.7412,170,0.8315,178,True,True
Goblin OVER,pitcher_ks,L10>=8 + opp_pitch_stingy + season_cush>=1,0.7881,335,264,0.7412,0.0905,0.6976,0.7703,74,0.7931,261,True,True
Goblin OVER,pitches_thrown,L10>=8,0.7851,377,296,0.7409,0.0809,0.7042,0.764,89,0.7917,288,True,True
Goblin OVER,hits_allowed,L5>=4 + opp_pitch_stingy,0.7768,569,442,0.7408,0.081,0.6958,0.7536,276,0.7986,293,True,True
Goblin OVER,pitching_outs,L5=5 + opp_pitch_leaky,0.8315,89,74,0.7404,0.1292,0.7023,0.7143,28,0.8852,61,True,True
Goblin OVER,walks_allowed,L5>=4 + own_bats_Strong,0.7855,359,282,0.7401,0.0465,0.739,0.7733,172,0.7968,187,True,True
Goblin OVER,hits_allowed,L5>=4,0.7633,1373,1048,0.7401,0.0675,0.6958,0.7049,715,0.8267,658,True,True
Goblin OVER,hits_allowed,L5=5 + opp_bats_Strong,0.8034,178,143,0.7388,0.1076,0.6958,0.6824,85,0.914,93,True,True
Goblin OVER,hitter_ks,L5=5 + K%>=28 + opp_pitch_leaky,0.8047,169,136,0.7385,0.1836,0.6211,0.7885,104,0.8308,65,True,True
Goblin OVER,pitcher_ks,L5=5 + opp_pitch_leaky + cover>=1,0.8545,55,47,0.7384,0.1569,0.6976,0.8,15,0.875,40,True,True
Goblin OVER,pitching_outs,L5=5 + own_pitch_stingy,0.8235,102,84,0.7382,0.1212,0.7023,0.8158,38,0.8281,64,True,True
